BlockPath,BlockType,LibraryLink,Parameter,Value
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch8","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch8","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch8","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch9","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","BranchType","R"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch9","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Resistance","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch9","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch9","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","SetiL0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch9","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialCurrent","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch9","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Capacitance","1e-6"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch9","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Setx0","off"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch9","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","InitialVoltage","0"
"TransformerWithCTSaturationz_DISCONNECTED/Series RLC Branch9","PMComponent","spsSeriesRLCBranchLib/Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Step1","Step","","Time","0.050000"
"TransformerWithCTSaturationz_DISCONNECTED/Step1","Step","","Before","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step1","Step","","After","1"
"TransformerWithCTSaturationz_DISCONNECTED/Step1","Step","","OutDataTypeStr","double"
"TransformerWithCTSaturationz_DISCONNECTED/Step1","Step","","SampleTime","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step1","Step","","VectorParams1D","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step1","Step","","ZeroCross","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step2","Step","","Time","0.050000"
"TransformerWithCTSaturationz_DISCONNECTED/Step2","Step","","Before","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step2","Step","","After","1"
"TransformerWithCTSaturationz_DISCONNECTED/Step2","Step","","OutDataTypeStr","double"
"TransformerWithCTSaturationz_DISCONNECTED/Step2","Step","","SampleTime","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step2","Step","","VectorParams1D","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step2","Step","","ZeroCross","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step4","Step","","Time","10"
"TransformerWithCTSaturationz_DISCONNECTED/Step4","Step","","Before","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step4","Step","","After","1"
"TransformerWithCTSaturationz_DISCONNECTED/Step4","Step","","OutDataTypeStr","double"
"TransformerWithCTSaturationz_DISCONNECTED/Step4","Step","","SampleTime","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step4","Step","","VectorParams1D","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step4","Step","","ZeroCross","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step5","Step","","Time","0.05"
"TransformerWithCTSaturationz_DISCONNECTED/Step5","Step","","Before","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step5","Step","","After","1"
"TransformerWithCTSaturationz_DISCONNECTED/Step5","Step","","OutDataTypeStr","double"
"TransformerWithCTSaturationz_DISCONNECTED/Step5","Step","","SampleTime","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step5","Step","","VectorParams1D","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step5","Step","","ZeroCross","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve2","Step","","Time","0.05"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve2","Step","","Before","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve2","Step","","After","1"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve2","Step","","OutDataTypeStr","double"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve2","Step","","SampleTime","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve2","Step","","VectorParams1D","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve2","Step","","ZeroCross","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve3","Step","","Time","0.05"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve3","Step","","Before","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve3","Step","","After","1"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve3","Step","","OutDataTypeStr","double"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve3","Step","","SampleTime","0"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve3","Step","","VectorParams1D","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step_Evolve3","Step","","ZeroCross","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","Winding1Connection","Y"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","Winding2Connection","Delta (D1)"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","CoreType","Three single-phase transformers"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","SetSaturation","on"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","Hysteresis","off"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","DataFile","'hysteresis'"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","SetInitialFlux","off"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","Measurements","Winding voltages"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","UNITS","pu"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","NominalPower","[ 300e6 50 ]"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","Winding1","[ 230e3 0.0025  0.01 ]"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","Winding2","[ 11e3 0.0025 0.01]"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","Rm","500"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","Lm","inf"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","L0","0.5"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","Saturation","[0 0 ; 0.005 1.2 ; 5.0 1.8]"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","InitialFluxes","[-0.999842431491362 0.500274507228811 0.49956792426255]"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","BreakLoop","off"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","DiscreteSolver","Trapezoidal iterative"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","DataType","off"
"TransformerWithCTSaturationz_DISCONNECTED/Step_down_Transformer","SubSystem","spsThreePhaseTransformerTwoWindingsLib/Three-Phase
Transformer
(Two Windings)","TransfoNumber","1"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Branch","PMComponent","spsThreePhaseSeriesRLCBranchLib/Three-Phase
Series RLC Branch","BranchType","RLC"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Branch","PMComponent","spsThreePhaseSeriesRLCBranchLib/Three-Phase
Series RLC Branch","Resistance","0.1"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Branch","PMComponent","spsThreePhaseSeriesRLCBranchLib/Three-Phase
Series RLC Branch","Inductance","1e-3"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Branch","PMComponent","spsThreePhaseSeriesRLCBranchLib/Three-Phase
Series RLC Branch","Capacitance","inf"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Branch","PMComponent","spsThreePhaseSeriesRLCBranchLib/Three-Phase
Series RLC Branch","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","Configuration","Y (grounded)"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","NominalVoltage","11e3"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","Vabc","[1e3 1e3 1e3]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","Vabcp","[1e3 1e3 1e3]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","NominalFrequency","50"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","UnbalancedPower","off"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","ActivePower","10e6"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","InductivePower","100"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","CapacitivePower","0"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","Pabc","[10e3 9e3 11e3]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","QLabc","[100 90 110]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","QCabc","[100 90 110]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","Pabcp","[10e3 9e3 11e3]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","QLabcp","[100 90 110]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","QCabcp","[100 90 110]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase
Series RLC Load","PMComponent","spsThreePhaseSeriesRLCLoadLib/Three-Phase
Series RLC Load","LoadType","constant Z"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","InitialState","closed"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SwitchA","on"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SwitchB","on"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SwitchC","on"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SwitchTimes","[1/60  5/60]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","External","on"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","BreakerResistance","0.01"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SnubberResistance","1e6"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SnubberCapacitance","inf"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","Measurements","Breaker voltages and currents"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","InitialState","closed"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SwitchA","on"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SwitchB","on"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SwitchC","on"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SwitchTimes","[1/60  5/60]"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","External","on"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","BreakerResistance","0.01"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SnubberResistance","1e6"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","SnubberCapacitance","inf"
"TransformerWithCTSaturationz_DISCONNECTED/Three-Phase Breaker1","SubSystem","spsThreePhaseBreakerLib/Three-Phase Breaker","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace","ToWorkspace","","VariableName","I_primary_abc"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace","ToWorkspace","","MaxDataPoints","inf"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace","ToWorkspace","","Decimation","1"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace","ToWorkspace","","SaveFormat","Array"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace","ToWorkspace","","Save2DSignal","3-D array (concatenate along third dimension)"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace","ToWorkspace","","FixptAsFi","on"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace","ToWorkspace","","SampleTime","6.25e-4"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace1","ToWorkspace","","VariableName","I_secondary_abc"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace1","ToWorkspace","","MaxDataPoints","inf"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace1","ToWorkspace","","Decimation","1"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace1","ToWorkspace","","SaveFormat","Array"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace1","ToWorkspace","","Save2DSignal","3-D array (concatenate along third dimension)"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace1","ToWorkspace","","FixptAsFi","on"
"TransformerWithCTSaturationz_DISCONNECTED/To Workspace1","ToWorkspace","","SampleTime","6.25e-4"
"TransformerWithCTSaturationz_DISCONNECTED/VS","Display","","Format","short"
"TransformerWithCTSaturationz_DISCONNECTED/VS","Display","","Decimation","1"
"TransformerWithCTSaturationz_DISCONNECTED/VS","Display","","Floating","off"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Amplitude","(230e3*sqrt(2))/(sqrt(3))"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Phase","0"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Frequency","50"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","SampleTime","0"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Measurements","None"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","BusType","swing"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Pref","10e3"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Qref","0"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Qmin","-inf"
"TransformerWithCTSaturationz_DISCONNECTED/VSa","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Qmax","+inf"
"TransformerWithCTSaturationz_DISCONNECTED/VSb","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Amplitude","(230e3*sqrt(2))/(sqrt(3))"
"TransformerWithCTSaturationz_DISCONNECTED/VSb","SubSystem","spsACVoltageSourceLib/AC Voltage Source","Phase","-120"
